Accession  Genome                                                             Gene_ID_1           Gene_ID_2           Gene_tag_1         Gene_tag_2         Protein_ID_1    Protein_ID_2
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_012610  ESCO001c01a_012630  kch                tonB               NP_415766.1     NP_415768.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_012670  ESCO001c01a_012710  ompW               trpA               NP_415772.1     NP_415776.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_013390  ESCO001c01a_015180  tpx                ydeP               NP_415840.1     NP_416018.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_015180  ESCO001c01a_016000  ydeP               ynfA               NP_416018.1     NP_416099.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_016180  ESCO001c01a_016210  mdtI               pntB               NP_416116.1     NP_416119.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_016270  ESCO001c01a_016300  rstA               fumC               NP_416125.2     NP_416128.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_017320  ESCO001c01a_017350  btuC               pheS               NP_416226.1     NP_416229.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_018920  ESCO001c01a_018950  yecD               cmoA               NP_416381.2     NP_416384.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_019330  ESCO001c01a_019370  yecA               pgsA               NP_416421.1     NP_416422.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_019370  ESCO001c01a_019880  pgsA               yedV               NP_416422.1     NP_416477.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_019900  ESCO001c01a_019960  hiuH               mtfA               NP_416479.1     NP_416484.2
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_019960  ESCO001c01a_020010  mtfA               amn                NP_416484.2     NP_416489.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_020010  ESCO001c01a_020070  amn                nac                NP_416489.1     NP_416493.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_020070  ESCO001c01a_020090  nac                erfK               NP_416493.1     NP_416494.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_020110  ESCO001c01a_020320  cobS               sbmC               NP_416496.1     NP_416513.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_020320  ESCO001c01a_020340  sbmC               sbcB               NP_416513.1     NP_416515.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_020540  ESCO001c01a_020890  gnd                asmA               NP_416533.1     NP_416568.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_021060  ESCO001c01a_021240  baeR               yegU               NP_416583.1     NP_416602.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_021290  ESCO001c01a_021380  thiM               mrp                NP_416607.1     NP_416616.4
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_021500  ESCO001c01a_021530  yehU               yehW               NP_416630.1     NP_416632.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_022140  ESCO001c01a_022180  yejM               narP               NP_416693.1     NP_416697.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_022510  ESCO001c01a_022560  yfaP               gyrA               NP_416729.1     NP_416734.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_023470  ESCO001c01a_023500  pdxB               fabB               NP_416823.1     NP_416826.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_023730  ESCO001c01a_024030  yfdC               frc                NP_416849.1     NP_416875.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_024690  ESCO001c01a_024820  eutL               eutH               NP_416934.1     NP_416947.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_025370  ESCO001c01a_025390  yfgH               guaA               NP_417000.1     NP_417002.1
NC_000913  Escherichia_coli_str_K-12_substr_MG1655                            ESCO001c01a_025940  ESCO001c01a_025980  yfhH               pdxJ               NP_417056.2     NP_417059.1
NC_009257  Francisella_tularensis_subsp_tularensis_WY96-3418                  FRTU001c01a_016620  FRTU001c01a_016690  FTW_2006           FTW_2016           YP_001122753.1  YP_001122760.1
NC_009257  Francisella_tularensis_subsp_tularensis_WY96-3418                  FRTU001c01a_005610  FRTU001c01a_005660  FTW_0650           FTW_0657           YP_001121669.1  YP_001121674.1
NC_009257  Francisella_tularensis_subsp_tularensis_WY96-3418                  FRTU001c01a_008650  FRTU001c01a_008730  FTW_1012           FTW_1025           YP_001121962.1  YP_001121970.1
NC_009257  Francisella_tularensis_subsp_tularensis_WY96-3418                  FRTU001c01a_012590  FRTU001c01a_012630  glpT               katG               YP_001122354.1  YP_001122358.1
NC_009257  Francisella_tularensis_subsp_tularensis_WY96-3418                  FRTU001c01a_013010  FRTU001c01a_013060  sucA2              FTW_1574           YP_001122395.1  YP_001122400.1
NC_009257  Francisella_tularensis_subsp_tularensis_WY96-3418                  FRTU001c01a_013590  FRTU001c01a_013710  pyrE               murF               YP_001122453.1  YP_001122465.1
NC_000907  Haemophilus_influenzae_Rd_KW20                                     HAIN001c01a_002590  HAIN001c01a_002620  HI0257             HI0260             NP_438426.1     NP_438428.1
NC_000907  Haemophilus_influenzae_Rd_KW20                                     HAIN001c01a_002760  HAIN001c01a_002780  rph                gltX               NP_438442.1     NP_438443.1
NC_000907  Haemophilus_influenzae_Rd_KW20                                     HAIN001c01a_003760  HAIN001c01a_003800  HI0379             pal                NP_438540.1     NP_438542.1
NC_000907  Haemophilus_influenzae_Rd_KW20                                     HAIN001c01a_004420  HAIN001c01a_004440  secG               fruA               NP_438606.1     NP_438607.1
NC_000907  Haemophilus_influenzae_Rd_KW20                                     HAIN001c01a_005910  HAIN001c01a_006000  tfoX               hemY               NP_438758.1     NP_438760.1
NC_000907  Haemophilus_influenzae_Rd_KW20                                     HAIN001c01a_000830  HAIN001c01a_000900  trxM               thrC               NP_438257.1     NP_438260.1
NC_000907  Haemophilus_influenzae_Rd_KW20                                     HAIN001c01a_009680  HAIN001c01a_009710  crp                HI0960             NP_439118.1     NP_439121.1
NC_000907  Haemophilus_influenzae_Rd_KW20                                     HAIN001c01a_010140  HAIN001c01a_010230  HI1008             tbpA               NP_439169.1     NP_439179.1
NC_000907  Haemophilus_influenzae_Rd_KW20                                     HAIN001c01a_010270  HAIN001c01a_010370  tktA               serB               NP_439183.1     NP_439193.1
NC_000907  Haemophilus_influenzae_Rd_KW20                                     HAIN001c01a_010410  HAIN001c01a_010450  HI1037             napF               NP_439197.1     NP_439202.1
NC_000907  Haemophilus_influenzae_Rd_KW20                                     HAIN001c01a_010490  HAIN001c01a_010530  dmsA               HI1051             NP_439206.1     NP_439210.1
NC_000907  Haemophilus_influenzae_Rd_KW20                                     HAIN001c01a_012540  HAIN001c01a_012630  neuA               truB               NP_439432.1     NP_439441.1
NC_000907  Haemophilus_influenzae_Rd_KW20                                     HAIN001c01a_013630  HAIN001c01a_013670  valS               holC               NP_439545.1     NP_439550.1
NC_000907  Haemophilus_influenzae_Rd_KW20                                     HAIN001c01a_013710  HAIN001c01a_013910  pyrD               fnr                NP_439554.1     NP_439574.1
NC_000907  Haemophilus_influenzae_Rd_KW20                                     HAIN001c01a_014240  HAIN001c01a_014830  HI1459             rfaE               NP_439610.2     NP_439675.1
NC_000907  Haemophilus_influenzae_Rd_KW20                                     HAIN001c01a_015150  HAIN001c01a_015160  prfA               HI1563             NP_439710.1     NP_439712.1
NC_000907  Haemophilus_influenzae_Rd_KW20                                     HAIN001c01a_015160  HAIN001c01a_015210  HI1563             pykA               NP_439712.1     NP_439719.1
NC_000907  Haemophilus_influenzae_Rd_KW20                                     HAIN001c01a_015540  HAIN001c01a_015560  pepN               purK               NP_439756.1     NP_439758.1
NC_000907  Haemophilus_influenzae_Rd_KW20                                     HAIN001c01a_016440  HAIN001c01a_016460  pepA               ygiY               NP_439847.1     NP_439849.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_001880  HEPY001c01a_001890  lpxD               HP0197             NP_206995.1     NP_206996.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_001940  HEPY001c01a_002010  HP0202             HP0210             NP_207001.1     NP_207008.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_002150  HEPY001c01a_002160  HP0224             HP0226             NP_207022.1     NP_207024.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_002500  HEPY001c01a_002570  xseA               HP0266             NP_207057.1     NP_207064.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_000250  HEPY001c01a_000280  HP0022             gltA               NP_206824.1     NP_206828.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_003040  HEPY001c01a_003080  HP0313             HP0318             NP_207111.1     NP_207116.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_003240  HEPY001c01a_003330  HP0333             HP0348             NP_207131.1     NP_207146.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_003940  HEPY001c01a_004000  HP0410             HP0415             NP_207208.1     NP_207213.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_004580  HEPY001c01a_004690  HP0480             mraY               NP_207278.1     NP_207290.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_004770  HEPY001c01a_004790  gyrB               HP0506             NP_207298.1     NP_207303.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_004830  HEPY001c01a_004850  HP0510             HP0512             NP_207307.1     NP_207309.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_004910  HEPY001c01a_005200  HP0518             HP0549             NP_207315.1     NP_207344.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_000470  HEPY001c01a_000530  HP0049             HP0055             NP_206850.1     NP_206856.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_005600  HEPY001c01a_005640  oorB               HP0594             NP_207385.1     NP_207389.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_000540  HEPY001c01a_000640  HP0056             HP0067             NP_206857.1     NP_206867.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_005770  HEPY001c01a_005810  HP0607             ligA               NP_207402.1     NP_207410.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_006280  HEPY001c01a_006310  HP0666             HP0671             NP_207460.1     NP_207465.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_006320  HEPY001c01a_006350  HP0672             HP0675             NP_207466.1     NP_207469.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_006540  HEPY001c01a_006570  HP0702             HP0706             NP_207496.1     NP_207500.1
NC_000915  Helicobacter_pylori_26695                                          HEPY001c01a_006640  HEPY001c01a_006810  HP0715             HP0734             NP_207509.1     NP_207528.1
