locus_tag	ftype	length_bp	gene	EC_number	COG	product
MHCJGCNO_01509	CDS	3414				hypothetical protein
MHCJGCNO_01510	CDS	648				hypothetical protein
MHCJGCNO_01511	CDS	699				hypothetical protein
MHCJGCNO_01512	CDS	330				hypothetical protein
MHCJGCNO_01513	CDS	3066				hypothetical protein
MHCJGCNO_01514	CDS	318				hypothetical protein
MHCJGCNO_01515	CDS	387				hypothetical protein
MHCJGCNO_01516	CDS	744				hypothetical protein
MHCJGCNO_01517	CDS	402				hypothetical protein
MHCJGCNO_01518	CDS	591				hypothetical protein
MHCJGCNO_01519	CDS	276				hypothetical protein
MHCJGCNO_01520	CDS	324				hypothetical protein
MHCJGCNO_01521	CDS	2028	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
MHCJGCNO_01522	CDS	1509				hypothetical protein
MHCJGCNO_01523	CDS	213				hypothetical protein
MHCJGCNO_01524	CDS	2100				hypothetical protein
MHCJGCNO_01525	CDS	528				hypothetical protein
MHCJGCNO_01526	CDS	168				hypothetical protein
MHCJGCNO_01527	CDS	207				hypothetical protein
MHCJGCNO_01528	CDS	411	ydfO_2		COG5562	putative protein YdfO
MHCJGCNO_01529	CDS	174	gnsA_2			Protein GnsA
MHCJGCNO_01530	CDS	213	cspJ			Cold shock-like protein CspJ
MHCJGCNO_01531	CDS	498				hypothetical protein
MHCJGCNO_01532	CDS	534	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
MHCJGCNO_01533	CDS	312	ydfR_2			putative protein YdfR
MHCJGCNO_01534	CDS	207				hypothetical protein
MHCJGCNO_01535	CDS	216	cspB		COG1278	Cold shock-like protein CspB
MHCJGCNO_01536	CDS	753				hypothetical protein
MHCJGCNO_01537	CDS	1050				hypothetical protein
MHCJGCNO_01538	CDS	1146				hypothetical protein
MHCJGCNO_01539	CDS	615				hypothetical protein
MHCJGCNO_01540	CDS	213				hypothetical protein
MHCJGCNO_01541	CDS	1335				hypothetical protein
MHCJGCNO_01542	CDS	423				hypothetical protein
MHCJGCNO_01543	CDS	1071				hypothetical protein
MHCJGCNO_01544	CDS	426				hypothetical protein
MHCJGCNO_01545	CDS	255				hypothetical protein
MHCJGCNO_01546	CDS	420				hypothetical protein
MHCJGCNO_01547	CDS	237				hypothetical protein
MHCJGCNO_01548	CDS	129	ydfB			putative protein YdfB
MHCJGCNO_01549	CDS	219				hypothetical protein
MHCJGCNO_01550	CDS	165				hypothetical protein
MHCJGCNO_01551	CDS	189				hypothetical protein
MHCJGCNO_01552	CDS	192				hypothetical protein
MHCJGCNO_01553	CDS	2472				hypothetical protein
MHCJGCNO_01554	CDS	237				hypothetical protein
MHCJGCNO_01555	CDS	1281	intQ		COG0582	Putative defective protein IntQ
MHCJGCNO_01556	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
MHCJGCNO_01557	CDS	1215	rspA_1	4.2.1.-	COG4948	D-galactonate dehydratase family member RspA
MHCJGCNO_01558	CDS	327				hypothetical protein
MHCJGCNO_01559	CDS	342				hypothetical protein
MHCJGCNO_01560	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
MHCJGCNO_01561	CDS	747				hypothetical protein
MHCJGCNO_01562	CDS	306	ynfD			putative protein YnfD
MHCJGCNO_01563	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
MHCJGCNO_01564	CDS	798	ynfF_1	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
MHCJGCNO_01565	CDS	1533	ynfF_2	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
MHCJGCNO_01566	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
MHCJGCNO_01567	CDS	855	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
MHCJGCNO_01568	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
MHCJGCNO_01569	CDS	1257	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
MHCJGCNO_01570	CDS	696	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
MHCJGCNO_01571	CDS	1221	mlc_1		COG1940	Protein mlc
MHCJGCNO_01572	CDS	894	hcaR_1			Hca operon transcriptional activator HcaR
MHCJGCNO_01573	CDS	1254	ynfM			Inner membrane transport protein YnfM
MHCJGCNO_01574	CDS	309	asr			Acid shock protein
MHCJGCNO_01575	CDS	822				hypothetical protein
MHCJGCNO_01576	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
MHCJGCNO_01577	CDS	366	mdtJ		COG2076	Spermidine export protein MdtJ
MHCJGCNO_01578	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
MHCJGCNO_01579	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
MHCJGCNO_01580	CDS	1533	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
MHCJGCNO_01581	CDS	945	ydgH			Protein YdgH
MHCJGCNO_01582	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
MHCJGCNO_01583	CDS	723	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
MHCJGCNO_01584	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
MHCJGCNO_01585	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
MHCJGCNO_01586	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
MHCJGCNO_01587	CDS	930	tus			DNA replication terminus site-binding protein
MHCJGCNO_01588	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
MHCJGCNO_01589	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
MHCJGCNO_01590	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
MHCJGCNO_01591	CDS	1509	ydgA_1		COG5339	Protein YdgA
MHCJGCNO_01592	CDS	1266	uidC			Membrane-associated protein UidC
MHCJGCNO_01593	CDS	1374	uidB		COG2211	Glucuronide carrier protein
MHCJGCNO_01594	CDS	1812	uidA	3.2.1.31	COG3250	Beta-glucuronidase
MHCJGCNO_01595	CDS	579				hypothetical protein
MHCJGCNO_01596	CDS	768	hdhA	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
MHCJGCNO_01597	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
MHCJGCNO_01598	CDS	1593	malX_1		COG1263	PTS system maltose-specific EIICB component
MHCJGCNO_01599	CDS	1173	malY_1		COG1168	Protein MalY
MHCJGCNO_01600	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
MHCJGCNO_01601	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
MHCJGCNO_01602	CDS	216	cnu			OriC-binding nucleoid-associated protein
MHCJGCNO_01603	CDS	441	ydgK			Inner membrane protein YdgK
MHCJGCNO_01604	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
MHCJGCNO_01605	CDS	579	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
MHCJGCNO_01606	CDS	2328	rsxC_1	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
MHCJGCNO_01607	CDS	1059	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
MHCJGCNO_01608	CDS	621	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
MHCJGCNO_01609	CDS	696	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
MHCJGCNO_01610	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
MHCJGCNO_01611	CDS	1503	dtpA		COG3104	Dipeptide and tripeptide permease A
MHCJGCNO_01612	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
MHCJGCNO_01613	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
MHCJGCNO_01614	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
MHCJGCNO_01615	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
MHCJGCNO_01616	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
MHCJGCNO_01617	CDS	1110	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
MHCJGCNO_01618	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
MHCJGCNO_01619	CDS	435	slyA		COG1846	Transcriptional regulator SlyA
MHCJGCNO_01620	CDS	237				hypothetical protein
MHCJGCNO_01621	CDS	858	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
MHCJGCNO_01622	CDS	2013	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
MHCJGCNO_01623	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
MHCJGCNO_01624	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
MHCJGCNO_01625	CDS	240				hypothetical protein
MHCJGCNO_01626	CDS	600	nemR			HTH-type transcriptional repressor NemR
MHCJGCNO_01627	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
MHCJGCNO_01628	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
MHCJGCNO_01629	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
MHCJGCNO_01630	CDS	348	grxD		COG0278	Glutaredoxin 4
MHCJGCNO_01631	CDS	828	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
MHCJGCNO_01632	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
MHCJGCNO_01633	CDS	1170	ydhP		COG2814	Inner membrane transport protein YdhP
MHCJGCNO_01634	CDS	90	ynhF			putative protein YnhF
MHCJGCNO_01635	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
MHCJGCNO_01636	CDS	933	yahB_2			putative HTH-type transcriptional regulator YahB
MHCJGCNO_01637	CDS	1212	ydhC			Inner membrane transport protein YdhC
MHCJGCNO_01638	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
MHCJGCNO_01639	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
MHCJGCNO_01640	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
MHCJGCNO_01641	CDS	1257				hypothetical protein
MHCJGCNO_01642	tRNA	77				tRNA-Val(gac)
MHCJGCNO_01643	tRNA	77				tRNA-Val(gac)
MHCJGCNO_01644	CDS	306	ydhR	1.-.-.-		Putative monooxygenase YdhR
MHCJGCNO_01645	CDS	1605				hypothetical protein
MHCJGCNO_01646	CDS	765	ydhT			putative protein YdhT
MHCJGCNO_01647	CDS	786	ydhU		COG4117	Putative cytochrome YdhU
MHCJGCNO_01648	CDS	669	ydhX_1		COG0437	putative ferredoxin-like protein YdhX
MHCJGCNO_01649	CDS	639	ydhW			putative protein YdhW
MHCJGCNO_01650	CDS	2103	ydhV	1.-.-.-	COG2414	putative oxidoreductase YdhV
MHCJGCNO_01651	CDS	627	ydhY		COG0437	putative ferredoxin-like protein YdhY
MHCJGCNO_01652	CDS	210	fumD	4.2.1.2		Fumarase D
MHCJGCNO_01653	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
MHCJGCNO_01654	CDS	237	lpp		COG4238	Major outer membrane prolipoprotein Lpp
MHCJGCNO_01655	CDS	1005	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
MHCJGCNO_01656	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
MHCJGCNO_01657	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
MHCJGCNO_01658	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
MHCJGCNO_01659	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
MHCJGCNO_01660	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
MHCJGCNO_01661	CDS	369	sufA		COG0316	Protein SufA
MHCJGCNO_01662	CDS	189				hypothetical protein
MHCJGCNO_01663	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
MHCJGCNO_01664	CDS	3057			COG0247	putative protein
MHCJGCNO_01665	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
MHCJGCNO_01666	CDS	357				hypothetical protein
MHCJGCNO_01667	CDS	1215	ydiM			Inner membrane transport protein YdiM
MHCJGCNO_01668	CDS	1266	ydiN			Inner membrane transport protein YdiN
MHCJGCNO_01669	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
MHCJGCNO_01670	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
MHCJGCNO_01671	CDS	1596	ydiF_1	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
MHCJGCNO_01672	CDS	1152	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
MHCJGCNO_01673	CDS	912	rhaS_1			HTH-type transcriptional activator RhaS
MHCJGCNO_01674	CDS	177				hypothetical protein
MHCJGCNO_01675	CDS	765	fixA_2		COG2086	Protein FixA
MHCJGCNO_01676	CDS	939	fixB_2		COG2025	Protein FixB
MHCJGCNO_01677	CDS	1290	dadA_2	1.4.99.-		D-amino acid dehydrogenase
MHCJGCNO_01678	CDS	294	fixX_2		COG2440	Ferredoxin-like protein FixX
MHCJGCNO_01679	CDS	1647	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
MHCJGCNO_01680	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
MHCJGCNO_01681	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
MHCJGCNO_01682	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
MHCJGCNO_01683	CDS	192	ydiE		COG4256	putative protein YdiE
MHCJGCNO_01684	CDS	1437	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
MHCJGCNO_01685	CDS	714	ydiV		COG2200	Putative anti-FlhC(2)FlhD(4) factor YdiV
MHCJGCNO_01686	CDS	465	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
MHCJGCNO_01687	CDS	750	btuD_3	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
MHCJGCNO_01688	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
MHCJGCNO_01689	CDS	981	btuC		COG4139	Vitamin B12 import system permease protein BtuC
MHCJGCNO_01690	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
MHCJGCNO_01691	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
MHCJGCNO_01692	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
MHCJGCNO_01693	CDS	357	rplT		COG0292	50S ribosomal protein L20
MHCJGCNO_01694	CDS	198	rpmI		COG0291	50S ribosomal protein L35
MHCJGCNO_01695	CDS	435	infC		COG0290	Translation initiation factor IF-3
MHCJGCNO_01696	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
MHCJGCNO_01697	CDS	240				hypothetical protein
MHCJGCNO_01698	CDS	108	yniD			putative protein YniD
MHCJGCNO_01699	CDS	759				hypothetical protein
MHCJGCNO_01700	CDS	930	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
MHCJGCNO_01701	CDS	291				hypothetical protein
MHCJGCNO_01702	CDS	861		2.7.1.-		putative ketoamine kinase
MHCJGCNO_01703	CDS	537				hypothetical protein
MHCJGCNO_01704	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
MHCJGCNO_01705	CDS	591	ydjM		COG1988	Inner membrane protein YdjM
MHCJGCNO_01706	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
MHCJGCNO_01707	CDS	264	cedA			Cell division activator CedA
MHCJGCNO_01708	CDS	2262	katE	1.11.1.6	COG0753	Catalase HPII
MHCJGCNO_01709	CDS	759	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
MHCJGCNO_01710	CDS	1353	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
MHCJGCNO_01711	CDS	840	chbR			HTH-type transcriptional regulator ChbR
MHCJGCNO_01712	CDS	351	chbA_2		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
MHCJGCNO_01713	CDS	1359	chbC_2		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
MHCJGCNO_01714	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
MHCJGCNO_01715	CDS	339	osmE			Osmotically-inducible putative lipoprotein OsmE
MHCJGCNO_01716	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
MHCJGCNO_01717	CDS	888	cho	3.1.25.-	COG0322	Excinuclease cho
MHCJGCNO_01718	CDS	576	ves		COG3758	Protein Ves
MHCJGCNO_01719	CDS	486	spy		COG3678	Periplasmic chaperone Spy
MHCJGCNO_01720	CDS	969	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
MHCJGCNO_01721	CDS	1344	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
MHCJGCNO_01722	CDS	1479	astD_1	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
MHCJGCNO_01723	CDS	1035	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
MHCJGCNO_01724	CDS	1221	astC	2.6.1.81	COG4992	Succinylornithine transaminase
MHCJGCNO_01725	CDS	807	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
MHCJGCNO_01726	CDS	711	ydjZ_1		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
MHCJGCNO_01727	CDS	678				hypothetical protein
MHCJGCNO_01728	CDS	705	ydjZ_2		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
MHCJGCNO_01729	CDS	549				hypothetical protein
MHCJGCNO_01730	CDS	1167	ynjB		COG4134	Protein YnjB
MHCJGCNO_01731	CDS	1536	ynjC		COG4135	Inner membrane ABC transporter permease protein YnjC
MHCJGCNO_01732	CDS	654	fbpC2	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
MHCJGCNO_01733	CDS	1308	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
MHCJGCNO_01734	CDS	621	ynjF		COG0558	Inner membrane protein YnjF
MHCJGCNO_01735	CDS	408	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
MHCJGCNO_01736	CDS	273				hypothetical protein
MHCJGCNO_01737	CDS	1344	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
MHCJGCNO_01738	CDS	1956	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
MHCJGCNO_01739	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
MHCJGCNO_01740	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
MHCJGCNO_01741	CDS	1857	sppA	3.4.21.-	COG0616	Protease 4
MHCJGCNO_01742	CDS	969	ansA	3.5.1.1	COG0252	L-asparaginase 1
MHCJGCNO_01743	CDS	642	pncA	3.5.1.19	COG1335	Nicotinamidase
MHCJGCNO_01744	CDS	1359	ydjE_1			Inner membrane metabolite transport protein YdjE
MHCJGCNO_01745	CDS	759	ydjF_1		COG1349	putative HTH-type transcriptional regulator YdjF
MHCJGCNO_01746	CDS	981	ydjG	1.1.1.-	COG0667	NADH-specific methylglyoxal reductase
MHCJGCNO_01747	CDS	948	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
MHCJGCNO_01748	CDS	837	ydjI		COG0191	putative protein YdjI
MHCJGCNO_01749	CDS	1044	ydjJ	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YdjJ
MHCJGCNO_01750	CDS	1380	ydjE_2			Inner membrane metabolite transport protein YdjE
MHCJGCNO_01751	CDS	1077		1.1.1.301		D-arabitol-phosphate dehydrogenase
MHCJGCNO_01752	CDS	273				hypothetical protein
MHCJGCNO_01753	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
MHCJGCNO_01754	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
MHCJGCNO_01755	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
MHCJGCNO_01756	CDS	855	yvgN_2	1.1.1.-	COG0656	Glyoxal reductase
MHCJGCNO_01757	CDS	747	mipA		COG3713	MltA-interacting protein
MHCJGCNO_01758	CDS	1935				hypothetical protein
MHCJGCNO_01759	CDS	1284				hypothetical protein
MHCJGCNO_01760	CDS	1476	cdgI	2.7.7.65	COG2199	putative diguanylate cyclase CdgI
MHCJGCNO_01761	CDS	1491	dgcJ	2.7.7.65	COG2199	putative diguanylate cyclase DgcJ
MHCJGCNO_01762	CDS	504				hypothetical protein
MHCJGCNO_01763	CDS	447				hypothetical protein
MHCJGCNO_01764	CDS	819	nimR			HTH-type transcriptional regulator NimR
MHCJGCNO_01765	CDS	1182	nimT		COG2807	2-nitroimidazole transporter
MHCJGCNO_01766	CDS	348				hypothetical protein
MHCJGCNO_01767	CDS	255				hypothetical protein
MHCJGCNO_01768	CDS	1026	dgcP	2.7.7.65	COG2203	Diguanylate cyclase DgcP
MHCJGCNO_01769	CDS	249				hypothetical protein
MHCJGCNO_01770	CDS	183	yoaG			Protein YoaG
MHCJGCNO_01771	CDS	360	yeaR		COG3615	putative protein YeaR
MHCJGCNO_01772	CDS	639	leuE		COG1280	Leucine efflux protein
MHCJGCNO_01773	CDS	1116	rnd	3.1.13.5	COG0349	Ribonuclease D
MHCJGCNO_01774	CDS	1752	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MHCJGCNO_01775	CDS	582	slp_1		COG3065	Outer membrane protein Slp
MHCJGCNO_01776	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
MHCJGCNO_01777	CDS	1911	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
MHCJGCNO_01778	CDS	348	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MHCJGCNO_01779	CDS	321				hypothetical protein
MHCJGCNO_01780	CDS	180				hypothetical protein
MHCJGCNO_01781	CDS	1362	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
MHCJGCNO_01782	CDS	579	nudL	3.6.1.-		putative Nudix hydrolase NudL
MHCJGCNO_01783	CDS	1365	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
MHCJGCNO_01784	CDS	1599	pdeD	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeD
MHCJGCNO_01785	CDS	1557				hypothetical protein
MHCJGCNO_01786	CDS	972	manX_1	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
MHCJGCNO_01787	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
MHCJGCNO_01788	CDS	852	manZ_1		COG3716	PTS system mannose-specific EIID component
MHCJGCNO_01789	CDS	459				hypothetical protein
MHCJGCNO_01790	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
MHCJGCNO_01791	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
MHCJGCNO_01792	CDS	210	cspC			Cold shock-like protein CspC
MHCJGCNO_01793	CDS	288				hypothetical protein
MHCJGCNO_01794	CDS	240				hypothetical protein
MHCJGCNO_01795	CDS	792	kdgR		COG1414	Transcriptional regulator KdgR
MHCJGCNO_01796	CDS	1374	ribZ			Riboflavin transporter RibZ
MHCJGCNO_01797	CDS	459				IS200/IS605 family transposase IS200C
MHCJGCNO_01798	CDS	882	htpX	3.4.24.-	COG0501	Protease HtpX
MHCJGCNO_01799	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
MHCJGCNO_01800	CDS	699	proQ		COG3109	RNA chaperone ProQ
MHCJGCNO_01801	CDS	552	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
MHCJGCNO_01802	CDS	1284	yebS		COG2995	Intermembrane transport protein YebS
MHCJGCNO_01803	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
MHCJGCNO_01804	CDS	1446	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
MHCJGCNO_01805	CDS	237	yebV			putative protein YebV
MHCJGCNO_01806	CDS	276				hypothetical protein
MHCJGCNO_01807	CDS	657	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
MHCJGCNO_01808	CDS	342				hypothetical protein
MHCJGCNO_01809	CDS	873	yebZ		COG1276	Inner membrane protein YebZ
MHCJGCNO_01810	CDS	375	yobA		COG2372	Protein YobA
MHCJGCNO_01811	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
MHCJGCNO_01812	CDS	657				hypothetical protein
MHCJGCNO_01813	CDS	663	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
MHCJGCNO_01814	CDS	2061	ptrB	3.4.21.83	COG1770	Protease 2
MHCJGCNO_01815	CDS	660	yebE		COG2979	Inner membrane protein YebE
MHCJGCNO_01816	CDS	357	yebF			Protein YebF
MHCJGCNO_01817	CDS	291				hypothetical protein
MHCJGCNO_01818	CDS	1179	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
MHCJGCNO_01819	CDS	642	eda		COG0800	KHG/KDPG aldolase
MHCJGCNO_01820	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
MHCJGCNO_01821	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
MHCJGCNO_01822	CDS	150				hypothetical protein
MHCJGCNO_01823	CDS	870	hexR		COG1737	HTH-type transcriptional regulator HexR
MHCJGCNO_01824	CDS	1443	pykA	2.7.1.40	COG0469	Pyruvate kinase II
MHCJGCNO_01825	CDS	972	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
MHCJGCNO_01826	CDS	1323	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
MHCJGCNO_01827	CDS	987	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
MHCJGCNO_01828	CDS	756	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
MHCJGCNO_01829	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
MHCJGCNO_01830	CDS	1011	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
MHCJGCNO_01831	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
MHCJGCNO_01832	CDS	603				hypothetical protein
MHCJGCNO_01833	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
MHCJGCNO_01834	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
MHCJGCNO_01835	CDS	444	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
MHCJGCNO_01836	CDS	1773	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
MHCJGCNO_01837	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
MHCJGCNO_01838	CDS	819				hypothetical protein
MHCJGCNO_01839	CDS	396	yecN		COG3788	Inner membrane protein YecN
